"id","Title","Name","Domain","BreachDate","AddedDate","ModifiedDate","PwnCount","DataClasses","IsVerified","IsFabricated","IsSensitive","IsActive","IsRetired","IsSpamList","LogoType"
144741428,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135417624,"Modern Business Solutions","ModernBusinessSolutions","modbsolutions.com","2016-10-08","2016-10-12T09:09:11Z","2016-10-12T09:09:11Z",58843488,"Dates of birth, Email addresses, Genders, IP addresses, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
135417624,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135417624,"Special K Data Feed Spam List","SpecialKSpamList","data4marketers.com","2015-10-07","2016-11-24T00:18:27Z","2016-11-24T00:18:27Z",30741620,"Dates of birth, Email addresses, Genders, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
288572717,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
159022870,"Modern Business Solutions","ModernBusinessSolutions","modbsolutions.com","2016-10-08","2016-10-12T09:09:11Z","2016-10-12T09:09:11Z",58843488,"Dates of birth, Email addresses, Genders, IP addresses, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
159022870,"R2Games","R2Games","r2games.com","2015-11-01","2016-02-09T12:20:35Z","2016-02-09T12:20:35Z",22281337,"Email addresses, IP addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
159022870,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
139454118,"Disqus","Disqus","disqus.com","2012-07-01","2017-10-06T23:03:51Z","2017-10-06T23:03:51Z",17551044,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
139454118,"Dropbox","Dropbox","dropbox.com","2012-07-01","2016-08-31T00:19:19Z","2016-08-31T00:19:19Z",68648009,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
139454118,"LinkedIn","LinkedIn","linkedin.com","2012-05-05","2016-05-21T21:35:40Z","2016-05-21T21:35:40Z",164611595,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
139454118,"Modern Business Solutions","ModernBusinessSolutions","modbsolutions.com","2016-10-08","2016-10-12T09:09:11Z","2016-10-12T09:09:11Z",58843488,"Dates of birth, Email addresses, Genders, IP addresses, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
139454118,"MySpace","MySpace","myspace.com","2008-07-01","2016-05-31T00:12:29Z","2016-05-31T00:12:29Z",359420698,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
139454118,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
139454118,"Special K Data Feed Spam List","SpecialKSpamList","data4marketers.com","2015-10-07","2016-11-24T00:18:27Z","2016-11-24T00:18:27Z",30741620,"Dates of birth, Email addresses, Genders, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
316952285,"Dropbox","Dropbox","dropbox.com","2012-07-01","2016-08-31T00:19:19Z","2016-08-31T00:19:19Z",68648009,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
316952285,"Ticketfly","Ticketfly","ticketfly.com","2018-05-31","2018-06-03T06:14:14Z","2018-07-14T06:06:15Z",26151608,"Email addresses, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
292834051,"Disqus","Disqus","disqus.com","2012-07-01","2017-10-06T23:03:51Z","2017-10-06T23:03:51Z",17551044,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
292834051,"LinkedIn","LinkedIn","linkedin.com","2012-05-05","2016-05-21T21:35:40Z","2016-05-21T21:35:40Z",164611595,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
292834051,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
292834051,"SC Daily Phone Spam List","SCDailyPhoneSpamList","data4marketers.com","2015-04-14","2016-11-24T06:04:34Z","2016-11-24T06:04:34Z",32939105,"Dates of birth, Email addresses, Genders, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
306356588,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
377865109,"Modern Business Solutions","ModernBusinessSolutions","modbsolutions.com","2016-10-08","2016-10-12T09:09:11Z","2016-10-12T09:09:11Z",58843488,"Dates of birth, Email addresses, Genders, IP addresses, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
377865109,"Special K Data Feed Spam List","SpecialKSpamList","data4marketers.com","2015-10-07","2016-11-24T00:18:27Z","2016-11-24T00:18:27Z",30741620,"Dates of birth, Email addresses, Genders, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
377865109,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
133701539,"Onliner Spambot","OnlinerSpambot","","2017-08-28","2017-08-29T19:25:56Z","2017-08-29T19:25:56Z",711477622,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
133701539,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
303385830,"Bitly","Bitly","bitly.com","2014-05-08","2017-10-06T06:31:50Z","2017-10-06T08:05:10Z",9313136,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
303385830,"Disqus","Disqus","disqus.com","2012-07-01","2017-10-06T23:03:51Z","2017-10-06T23:03:51Z",17551044,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
303385830,"Kickstarter","Kickstarter","kickstarter.com","2014-02-16","2017-10-06T07:29:07Z","2017-10-06T07:29:07Z",5176463,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
303385830,"MySpace","MySpace","myspace.com","2008-07-01","2016-05-31T00:12:29Z","2016-05-31T00:12:29Z",359420698,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
303385830,"8tracks","8tracks","8tracks.com","2017-06-27","2018-02-16T07:09:30Z","2018-02-16T07:09:30Z",7990619,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
153110943,"Onliner Spambot","OnlinerSpambot","","2017-08-28","2017-08-29T19:25:56Z","2017-08-29T19:25:56Z",711477622,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
153110943,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
151012791,"PoliceOne","PoliceOne","policeone.com","2014-07-01","2017-11-15T07:57:11Z","2017-11-15T07:57:11Z",709926,"Email addresses, IP addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
333711629,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
132786324,"CashCrate","CashCrate","cashcrate.com","2016-11-17","2018-04-20T21:40:38Z","2018-04-20T21:40:38Z",6844490,"Email addresses, Names, Passwords, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
132786324,"Modern Business Solutions","ModernBusinessSolutions","modbsolutions.com","2016-10-08","2016-10-12T09:09:11Z","2016-10-12T09:09:11Z",58843488,"Dates of birth, Email addresses, Genders, IP addresses, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
132786324,"Onliner Spambot","OnlinerSpambot","","2017-08-28","2017-08-29T19:25:56Z","2017-08-29T19:25:56Z",711477622,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
132786324,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
156412780,"Dropbox","Dropbox","dropbox.com","2012-07-01","2016-08-31T00:19:19Z","2016-08-31T00:19:19Z",68648009,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
156412780,"Forbes","Forbes","forbes.com","2014-02-15","2014-02-15T11:24:42Z","2014-02-15T11:24:42Z",1057819,"Email addresses, Passwords, User website URLs, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
156412780,"LinkedIn","LinkedIn","linkedin.com","2012-05-05","2016-05-21T21:35:40Z","2016-05-21T21:35:40Z",164611595,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
142048031,"Adobe","Adobe","adobe.com","2013-10-04","2013-12-04T00:00:00Z","2013-12-04T00:00:00Z",152445165,"Email addresses, Password hints, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
142048031,"Dailymotion","Dailymotion","dailymotion.com","2016-10-20","2017-08-07T02:51:12Z","2017-08-07T02:51:12Z",85176234,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
135786048,"CashCrate","CashCrate","cashcrate.com","2016-11-17","2018-04-20T21:40:38Z","2018-04-20T21:40:38Z",6844490,"Email addresses, Names, Passwords, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
135786048,"Onliner Spambot","OnlinerSpambot","","2017-08-28","2017-08-29T19:25:56Z","2017-08-29T19:25:56Z",711477622,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135786048,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135786048,"Trik Spam Botnet","TrikSpamBotnet","","2018-06-12","2018-06-14T08:05:50Z","2018-06-14T08:05:50Z",43432346,"Email addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
373264807,"Patreon","Patreon","patreon.com","2015-10-01","2015-10-02T02:29:20Z","2015-10-02T02:29:20Z",2330382,"Email addresses, Payment histories, Physical addresses, Private messages, Website activity",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
283395944,"Modern Business Solutions","ModernBusinessSolutions","modbsolutions.com","2016-10-08","2016-10-12T09:09:11Z","2016-10-12T09:09:11Z",58843488,"Dates of birth, Email addresses, Genders, IP addresses, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
283395944,"MySpace","MySpace","myspace.com","2008-07-01","2016-05-31T00:12:29Z","2016-05-31T00:12:29Z",359420698,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
283395944,"Onliner Spambot","OnlinerSpambot","","2017-08-28","2017-08-29T19:25:56Z","2017-08-29T19:25:56Z",711477622,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
283395944,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
283395944,"SC Daily Phone Spam List","SCDailyPhoneSpamList","data4marketers.com","2015-04-14","2016-11-24T06:04:34Z","2016-11-24T06:04:34Z",32939105,"Dates of birth, Email addresses, Genders, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
283395944,"Trik Spam Botnet","TrikSpamBotnet","","2018-06-12","2018-06-14T08:05:50Z","2018-06-14T08:05:50Z",43432346,"Email addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
300975506,"DaFont","DaFont","dafont.com","2017-05-16","2017-05-18T20:05:28Z","2017-05-18T20:05:28Z",637340,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
300975506,"tumblr","Tumblr","tumblr.com","2013-02-28","2016-05-29T22:59:04Z","2016-05-29T22:59:04Z",65469298,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
281224943,"Ticketfly","Ticketfly","ticketfly.com","2018-05-31","2018-06-03T06:14:14Z","2018-07-14T06:06:15Z",26151608,"Email addresses, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
152092639,"Dailymotion","Dailymotion","dailymotion.com","2016-10-20","2017-08-07T02:51:12Z","2017-08-07T02:51:12Z",85176234,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
152092639,"MySpace","MySpace","myspace.com","2008-07-01","2016-05-31T00:12:29Z","2016-05-31T00:12:29Z",359420698,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
152092639,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
332580289,"8tracks","8tracks","8tracks.com","2017-06-27","2018-02-16T07:09:30Z","2018-02-16T07:09:30Z",7990619,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
332580289,"LinkedIn","LinkedIn","linkedin.com","2012-05-05","2016-05-21T21:35:40Z","2016-05-21T21:35:40Z",164611595,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
332580289,"tumblr","Tumblr","tumblr.com","2013-02-28","2016-05-29T22:59:04Z","2016-05-29T22:59:04Z",65469298,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
355153273,"8tracks","8tracks","8tracks.com","2017-06-27","2018-02-16T07:09:30Z","2018-02-16T07:09:30Z",7990619,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
355153273,"Dailymotion","Dailymotion","dailymotion.com","2016-10-20","2017-08-07T02:51:12Z","2017-08-07T02:51:12Z",85176234,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
357137031,"Funimation","Funimation","funimation.com","2016-07-01","2017-02-20T00:43:26Z","2017-02-20T00:43:26Z",2491103,"Dates of birth, Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
357137031,"myRepoSpace","myRepoSpace","myrepospace.com","2015-07-06","2015-07-08T08:44:51Z","2015-07-08T08:44:51Z",252751,"Email addresses, IP addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
357137031,"Edmodo","Edmodo","edmodo.com","2017-05-11","2017-06-01T05:59:24Z","2017-06-01T05:59:24Z",43423561,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
357137031,"Adobe","Adobe","adobe.com","2013-10-04","2013-12-04T00:00:00Z","2013-12-04T00:00:00Z",152445165,"Email addresses, Password hints, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
357137031,"R2Games","R2Games","r2games.com","2015-11-01","2016-02-09T12:20:35Z","2016-02-09T12:20:35Z",22281337,"Email addresses, IP addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
138643462,"CashCrate","CashCrate","cashcrate.com","2016-11-17","2018-04-20T21:40:38Z","2018-04-20T21:40:38Z",6844490,"Email addresses, Names, Passwords, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
138643462,"LinkedIn","LinkedIn","linkedin.com","2012-05-05","2016-05-21T21:35:40Z","2016-05-21T21:35:40Z",164611595,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
138643462,"MySpace","MySpace","myspace.com","2008-07-01","2016-05-31T00:12:29Z","2016-05-31T00:12:29Z",359420698,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
138643462,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
288273740,"Disqus","Disqus","disqus.com","2012-07-01","2017-10-06T23:03:51Z","2017-10-06T23:03:51Z",17551044,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
288273740,"LinkedIn","LinkedIn","linkedin.com","2012-05-05","2016-05-21T21:35:40Z","2016-05-21T21:35:40Z",164611595,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
132623504,"B2B USA Businesses","B2BUSABusinesses","","2017-07-18","2017-07-18T07:38:04Z","2017-07-18T07:38:04Z",105059554,"Email addresses, Employers, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
132623504,"LinkedIn","LinkedIn","linkedin.com","2012-05-05","2016-05-21T21:35:40Z","2016-05-21T21:35:40Z",164611595,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
134816226,"diet.com","DietCom","diet.com","2014-08-10","2017-10-13T21:37:10Z","2017-10-13T21:37:10Z",1383759,"Dates of birth, Eating habits, Email addresses, IP addresses, Names, Passwords, Physical attributes, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
134816226,"Disqus","Disqus","disqus.com","2012-07-01","2017-10-06T23:03:51Z","2017-10-06T23:03:51Z",17551044,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
134816226,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135386180,"Adobe","Adobe","adobe.com","2013-10-04","2013-12-04T00:00:00Z","2013-12-04T00:00:00Z",152445165,"Email addresses, Password hints, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
135386180,"iMesh","iMesh","imesh.com","2013-09-22","2016-07-02T05:42:13Z","2016-07-02T05:42:13Z",49467477,"Email addresses, IP addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
135386180,"Modern Business Solutions","ModernBusinessSolutions","modbsolutions.com","2016-10-08","2016-10-12T09:09:11Z","2016-10-12T09:09:11Z",58843488,"Dates of birth, Email addresses, Genders, IP addresses, Job titles, Names, Phone numbers, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
135386180,"Onliner Spambot","OnlinerSpambot","","2017-08-28","2017-08-29T19:25:56Z","2017-08-29T19:25:56Z",711477622,"Email addresses, Passwords",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135386180,"River City Media Spam List","RiverCityMedia","rivercitymediaonline.com","2017-01-01","2017-03-08T23:49:53Z","2017-03-08T23:49:53Z",393430309,"Email addresses, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135386180,"Special K Data Feed Spam List","SpecialKSpamList","data4marketers.com","2015-10-07","2016-11-24T00:18:27Z","2016-11-24T00:18:27Z",30741620,"Dates of birth, Email addresses, Genders, IP addresses, Names, Physical addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135386180,"Trik Spam Botnet","TrikSpamBotnet","","2018-06-12","2018-06-14T08:05:50Z","2018-06-14T08:05:50Z",43432346,"Email addresses",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"png"
135386180,"Zomato","Zomato","zomato.com","2017-05-17","2017-09-04T21:06:46Z","2017-09-04T21:06:46Z",16472873,"Email addresses, Passwords, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"svg"
390887104,"Wishbone","Wishbone","wishbone.io","2016-08-07","2017-03-15T19:29:52Z","2017-03-15T19:29:52Z",2247314,"Auth tokens, Dates of birth, Email addresses, Genders, Names, Phone numbers, Usernames",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"png"
